,EP_id,Publications_in_venue,OC_omid,issn,Open Access
4350,484965,16,0670543162,"['2353-9844', '1898-1593']",True
371,342878,16,06120678245,"['0023-5415', '1504-3029']",True
3834,482954,16,06601705198,"['2571-0605', '1211-7250']",Unknown
6543,494169,16,06202209904,['2616-387X'],True
4486,485344,16,0621042712,['1805-6830'],Unknown
8563,505247,16,06602476425,['2147-6012'],Unknown
7172,497964,16,062401748276,"['2617-9296', '2663-0818']",True
7734,500167,16,062301886657,['0719-8213'],True
8172,502883,16,06602600971,"['2178-0013', '2318-6917']",True
4153,484126,16,061702156014,['2300-6102'],Unknown
6657,494732,16,06702205440,"['2382-3518', '1692-0074']",True
2740,472463,16,062201651255,"['1131-6985', '1988-2610']",Unknown
6133,491281,16,06901412926,"['0034-8678', '2559-639X']",True
3795,482874,15,06502223210,"['1130-3611', '2660-4574']",True
2611,471018,15,062401232084,"['2649-860X', '0399-1989']",True
5795,490184,15,062601985699,"['2543-537X', '2543-4934']",True
2739,472458,15,061101418330,"['1850-275X', '0327-3776']",True
5095,487059,15,061301889560,['1984-4352'],True
4802,486195,15,06101743542,"['1733-5760', '2084-3925']",Unknown
3071,476412,15,061402019902,['1783-2454'],Unknown
7627,499505,15,06802124938,['0131-6117'],Unknown
3741,482484,15,06903158815,['0774-532X'],Unknown
2386,450995,15,061102144134,"['0137-9712', '2545-045X']",Unknown
6675,494948,15,061302072116,"['2587-9782', '1994-9529']",True
7953,501982,15,06502375415,"['2340-9134', '2340-8510']",True
6459,493762,15,063039389,['2280-8841'],True
6183,491449,15,06302133779,['1852-4206'],True
6125,491267,15,061301728842,"['2412-0464', '2413-6786']",True
3774,482681,15,062201014169,"['2666-9730', '0960-2720']",Unknown
4499,485385,15,061401853134,"['0328-3445', '1852-8562']",True
3672,482057,15,06402636521,"['0231-844X', '2533-5685']",Unknown
5643,489356,15,061702165030,"['2237-0951', '1677-9770']",True
5005,486847,15,06201825427,"['1845-6707', '1847-5299']",True
7106,497629,15,06502223075,['2659-9031'],True
8501,504686,15,061702084119,['2184-7509'],True
7564,499327,15,061901843497,"['1800-8542', '2337-0955']",Unknown
8345,503763,15,06501662204,['2709-9164'],True
5408,488445,15,061501663855,['2227-2380'],Unknown
5297,488058,15,061802127601,"['1987-9601', '1512-3146']",Unknown
1112,440718,15,061902242942,['2471-156X'],Unknown
6445,493730,15,062601817309,"['1312-7462', '2367-9409']",Unknown
7563,499317,15,062401478317,"['2065-9431', '1221-8111']",True
7332,498625,15,06101550570,['2070-5476'],Unknown
7963,502014,15,061301297115,['2011-4680'],Unknown
4272,484823,15,06701094999,['2299-8365'],Unknown
6604,494555,15,06501415166,"['2359-5736', '0034-7191']",True
8019,502152,15,06202281371,['2690-7909'],Unknown
5125,487141,15,061201908401,['2255-1514'],Unknown
6265,493011,15,06501712462,"['2386-4885', '2013-584X']",True
7232,498275,15,06240290632,"['2602-3598', '2618-6330']",True
5999,490930,15,061501906250,['0719-1790'],True
7949,501966,15,067032241,"['1730-4180', '2353-3161']",Unknown
2764,472698,15,061401081253,"['0351-4706', '1848-2309']",True
7892,501796,15,062101900224,['1659-2107'],True
6878,496780,15,062302164134,['2165-8722'],Unknown
8450,504367,15,062603487283,['2696-628X'],Unknown
3990,483673,15,06802815759,['2169-0847'],True
5453,488595,15,061501289354,"['1984-249X', '2179-4960']",True
3764,482565,15,061902086605,"['0870-8967', '2183-9174']",True
2179,447393,15,06103514405,['0049-3155'],Unknown
5281,488006,15,062401962449,['2386-3374'],True
7002,497118,15,0640677144,"['0497-2597', '2683-4057']",Unknown
8246,503174,15,06901787239,['2666-5050'],True
5929,490674,15,06102818707,['2519-2590'],Unknown
5966,490783,15,061502159545,['2318-1729'],True
8108,502452,15,0680888393,['1982-8004'],Unknown
6282,493195,15,06902853793,"['1016-9148', '2311-5734']",True
5573,488960,15,062402851887,['0302-7384'],Unknown
7474,499073,15,061301053667,"['1220-5389', '2668-1455']",True
3892,483196,15,06801060223,"['2457-8673', '1454-7678']",True
3235,477947,15,06701399504,"['0252-8894', '2223-375X']",Unknown
6725,495217,15,062301066617,"['2468-0966', '2468-0958']",Unknown
4295,484856,15,062101486163,['1640-8888'],Unknown
4185,484418,14,061101576863,"['1230-6894', '2657-5868']",Unknown
4506,485402,14,062601955256,"['2507-0339', '2294-9321']",Unknown
7327,498588,14,06702538994,"['2253-8275', '0213-1269']",Unknown
8174,502885,14,06401442006,"['2619-9505', '1015-1818']",True
4579,485668,14,061901267066,"['2083-2923', '2544-9427']",Unknown
7531,499204,14,063901427,"['2544-6630', '2544-0853']",Unknown
5141,487207,14,06401714273,"['2570-7558', '2336-3274']",True
7614,499475,14,062202166552,['0971-944X'],Unknown
4267,484809,14,061902158142,"['1886-4945', '2340-4256']",True
5811,490265,14,06701154526,"['2448-2692', '1678-8346']",True
5744,489933,14,061901848920,"['2617-5649', '2617-5630']",True
2872,474200,14,061102165439,"['0328-1205', '1851-779X']",True
3618,481834,14,0642013300,"['2451-0335', '0084-4446']",True
8162,502823,14,06101646490,"['2238-2097', '0104-5962']",True
6442,493727,14,061501906440,"['0716-9825', '0719-2517']",Unknown
7701,499930,14,061701894357,"['2175-0742', '1517-9265']",True
7835,500567,14,06602208695,"['1983-3636', '2179-7064']",True
6942,496963,14,06101096176,"['2542-7466', '2542-7458']",Unknown
5386,488372,14,061902411559,['2303-5528'],Unknown
6157,491346,14,062201745212,"['1812-6804', '2521-5280']",True
5733,489845,14,062601649546,['2254-7444'],True
5964,490777,14,062602172991,['2236-5907'],True
6950,496976,14,06102421796,['2448-3923'],True
5175,487372,14,06202573189,['2300-0783'],True
6824,496640,14,062202075217,['2451-1188'],Unknown
4734,486037,14,062401234681,"['2720-0825', '2082-7695']",Unknown
8393,504038,14,061501992717,"['2359-313X', '2764-7323']",Unknown
5951,490742,14,06901277859,"['2451-2125', '2450-5455']",True
4941,486578,14,062302650560,['2335-7959'],Unknown
6194,491556,14,06202512976,"['1414-9494', '1983-7828']",Unknown
1336,442243,14,06220598783,"['2366-2891', '0021-4019']",Unknown
4886,486462,14,061401778085,"['2055-3501', '2055-351X']",Unknown
7808,500437,14,06803051804,"['2066-6276', '2601-5676']",True
8089,502401,14,061401938149,['2386-9968'],True
5704,489668,14,062601789907,['2080-0851'],Unknown
6019,490978,14,06502297316,"['2653-9373', '2459-3842']",True
8199,502938,14,061101418341,['1850-3578'],True
4939,486573,14,0613043894,['2358-1778'],True
6295,493232,14,06901912283,['2601-7776'],Unknown
5326,488184,14,06602405662,['1578-5386'],Unknown
1503,443142,14,062203121854,['1404-1634'],Unknown
3398,480015,14,06801412956,"['1212-1509', '2336-4491']",Unknown
5866,490431,14,06801830896,"['2069-7694', '1584-5273']",True
7188,498017,14,061901933355,['2318-8561'],True
8418,504150,14,061301928747,['2347-0011'],True
8190,502919,14,062201387643,['2148-3876'],True
7019,497183,14,06701694967,"['2177-8566', '1517-5677']",True
8062,502349,14,06802160570,['2661-6831'],Unknown
5875,490462,14,061303442508,['1980-0096'],Unknown
7315,498544,14,062402143324,['2617-5940'],Unknown
5370,488327,14,06201729569,"['1821-2573', '2560-3949']",True
7185,498008,14,061601942964,['2595-4407'],Unknown
5665,489534,14,06402443171,['1509-4146'],Unknown
8239,503161,14,061801157278,['1788-6171'],Unknown
6568,494234,14,062401064177,['0130-2620'],Unknown
6348,493357,14,061601481983,['2387-0893'],True
5293,488046,14,06901919945,"['1885-589X', '2695-575X']",True
7077,497442,14,061302445823,"['2500-0721', '2310-3817']",Unknown
6775,496441,14,062501547841,['0134-3289'],Unknown
7415,498849,14,062402127379,['2605-1931'],True
7212,498180,14,06402630294,"['2406-3266', '0350-2430']",Unknown
6989,497079,14,06602220714,['1234-4087'],Unknown
7211,498179,14,06801790416,"['1994-4845', '2415-7147']",Unknown
7757,500264,14,061901832975,['2587-8719'],Unknown
7276,498413,14,06201731031,"['1659-1933', '2215-5643']",True
6871,496764,14,062302082736,['2527-1288'],True
8374,503938,14,062501902555,"['2634-3630', '2634-3649']",Unknown
7061,497377,14,06701353592,"['2589-742X', '2589-7411']",Unknown
4213,484514,14,06803174431,['0321-0391'],Unknown
3805,482889,14,0650460549,"['2385-3247', '1132-7200']",Unknown
8084,502394,14,062301605204,['1896-222X'],True
5346,488274,14,06502604044,['2360-3445'],True
7377,498742,13,061101520732,['2532-6457'],True
7764,500279,13,06202140464,"['2617-796X', '2618-0049']",True
2569,470602,13,061902698697,"['1847-117X', '0586-0296']",True
8368,503890,13,06901642707,['2683-1007'],Unknown
7330,498614,13,061201159762,['2659-3351'],True
6408,493617,13,06401624973,"['2544-9478', '2543-7097']",Unknown
3636,481970,13,061601514913,['0206-3735'],Unknown
6414,493647,13,06902647678,['2222-081X'],True
3178,477425,13,062601522730,"['2547-7218', '1022-4610']",True
2140,447246,13,06110849087,['2158-5806'],Unknown
8068,502370,13,061801888531,['1390-776X'],Unknown
2137,447226,13,062101866549,"['0039-3185', '2366-228X']",Unknown
6391,493558,13,06401714253,['2570-7434'],True
5591,489037,13,062501694154,['2316-6614'],True
4254,484756,13,06801769324,"['2300-3057', '2081-1861']",Unknown
6564,494228,13,061801615579,"['2617-1813', '2617-1821']",Unknown
5728,489828,13,062601649569,['2254-8351'],Unknown
8116,502512,13,061901933414,['2318-8839'],Unknown
7231,498274,13,061301796593,"['2636-7734', '2667-6974']",True
5622,489222,13,06102421808,['2448-3931'],True
5741,489930,13,06301490621,"['1139-6628', '1988-8503']",Unknown
4772,486124,13,061201865643,['0324-8585'],Unknown
3835,482958,13,06302310732,"['2336-3231', '1213-4449']",True
2356,449303,13,06901593964,['0024-1482'],Unknown
4413,485102,13,061701779570,"['2247-9163', '2069-9271']",True
3739,482468,13,061801860409,"['2698-4873', '0771-3703']",Unknown
8311,503536,13,0660811407,['2149-4576'],Unknown
8507,504731,13,061102194166,['1989-600X'],True
6874,496772,13,06901431451,"['2353-4834', '1427-9681']",True
5869,490439,13,061801833812,['2537-4850'],True
7891,501795,13,06601807952,['1948-4747'],Unknown
7029,497236,13,06502223142,"['2174-8063', '2659-9295']",True
8192,502923,13,062201685246,"['2667-4114', '2651-5377']",True
7998,502082,13,06702222364,"['1390-7042', '2602-8484']",True
4945,486592,13,061301126363,['2062-2597'],True
7732,500162,13,062301910510,['2255-1905'],True
5430,488528,13,062101650498,"['2313-2094', '2413-2039']",True
7484,499094,13,0650780229,['2224-1213'],Unknown
713,438007,13,06401845218,['1866-5381'],Unknown
5896,490535,13,062402239427,['2525-3468'],True
4700,485952,13,061701903128,"['2081-8718', '2353-2831']",Unknown
7449,498977,13,0631014279,"['1390-6674', '2602-8050']",True
8009,502114,13,06601154001,['2074-8922'],Unknown
4388,485045,13,062501953805,"['2336-4440', '1803-7410']",True
4459,485258,13,061701903226,['2081-9463'],True
7473,499067,13,06502504568,"['1897-0389', '2391-5137']",Unknown
2444,451940,13,06902061861,['1680-0982'],Unknown
5926,490645,13,062302236674,['2445-3269'],Unknown
8218,502991,13,062201875082,['2421-4574'],True
8351,503826,13,061501642640,"['2660-7212', '2660-4167']",Unknown
7459,499018,13,06702274296,"['2089-6239', '2549-0648']",True
2312,448242,13,06403272202,"['0256-5250', '2569-5304']",Unknown
6187,491477,13,06502782845,['2526-6136'],True
7898,501807,13,062601610009,['0860-6668'],Unknown
7761,500276,13,06202140311,"['2616-7468', '2617-9504']",True
7905,501826,13,061401993219,"['1668-723X', '1666-485X']",True
4236,484697,13,061802867657,['2084-4514'],Unknown
7611,499465,13,061302070910,['0719-6318'],True
6652,494673,13,06602600845,['2318-5732'],True
5797,490186,13,06701154452,"['2448-1939', '1807-1112']",True
8425,504167,13,06802145474,"['2785-4426', '2785-4558']",True
6317,493290,13,061401381754,"['1517-7947', '2526-3471']",True
8282,503377,13,062201387613,['2148-371X'],Unknown
2419,451558,13,06101130760,"['0211-5913', '2530-8335']",Unknown
5821,490297,13,062601985862,"['2543-6155', '2451-2583']",True
2318,448256,13,06701814980,"['2366-2395', '0044-1449']",Unknown
8232,503127,12,061302007416,['2659-6482'],True
6949,496974,12,062102079156,"['2451-0203', '2451-0475']",Unknown
4183,484408,12,062101848695,"['0921-142X', '2212-7402']",Unknown
3745,482528,12,062035999,"['0860-0562', '2544-4433']",Unknown
5955,490746,12,061601418258,['2317-0433'],True
7958,502006,12,06202223119,"['2084-5227', '1429-7507']",Unknown
5960,490759,12,062201969540,"['2387-0915', '2603-9966']",Unknown
4974,486705,12,062601930970,"['2449-7320', '2545-3483']",True
7983,502052,12,06502184688,['2027-257X'],True
6727,495219,12,06602313672,['2528-8075'],True
2558,470400,12,062401855778,['1458-3410'],Unknown
4664,485862,12,06101679037,['2082-8411'],Unknown
8237,503142,12,062101503058,"['2789-1569', '2789-1577']",True
8309,503530,12,06902407090,['2424-3299'],True
4589,485697,12,0615047558,"['2358-8470', '2318-9428']",True
6926,496892,12,061201207682,['2285-939X'],True
3600,481767,12,06301666662,"['2719-6534', '0071-1861']",True
7509,499156,12,061901933032,['2318-8081'],True
6763,496395,12,062601831241,"['2713-0282', '2305-8773']",True
6193,491551,12,06202512911,"['1415-0492', '1983-7771']",Unknown
8391,504020,12,06402486806,['2158-2025'],True
7260,498382,12,061201279643,"['1731-0555', '2353-2998']",True
6271,493163,12,0650460634,['2385-7005'],True
4586,485689,12,061302206555,"['2031-3098', '2507-0312']",Unknown
7283,498428,12,06402149824,['2587-7011'],Unknown
6753,496354,12,06501627777,['2543-8980'],True
3891,483192,12,061501494548,['1453-9306'],Unknown
3613,481818,12,061102771217,['0081-6884'],True
2799,473365,12,062201908901,['0718-5065'],Unknown
6233,491721,12,06202465036,['2515-0251'],Unknown
3723,482390,12,061802808417,['0564-5050'],Unknown
3401,480029,12,062301985940,['1791-5155'],Unknown
5013,486865,12,06602153630,['2299-1999'],Unknown
5287,488026,12,061101667220,"['2334-833X', '2334-7597']",Unknown
2486,468721,12,06601775635,['2300-1968'],Unknown
5282,488015,12,061901331770,['2147-8007'],True
6461,493766,12,062401233377,"['2344-2255', '2344-2247']",Unknown
5792,490164,12,061501872497,"['1518-7284', '1984-784X']",True
2738,472425,12,062101900385,"['1659-3820', '0379-3974']",Unknown
6624,494596,12,06201677845,['2525-5444'],Unknown
7190,498021,12,061101899766,"['1644-6739', '2449-9765']",Unknown
4037,483916,12,061501815794,['2172-2862'],True
4679,485906,12,06101645046,"['2171-0147', '2254-9633']",Unknown
5472,488662,12,06901641032,['1829-1295'],True
7110,497637,12,062101475940,"['0076-0382', '2450-5544']",True
6315,493271,12,061902152673,['2447-3529'],Unknown
6297,493236,12,062601882624,"['1413-2060', '2594-8385']",True
3821,482923,12,06301096257,['2530-609X'],True
5813,490269,12,06702196160,['2395-8057'],Unknown
7619,499486,12,061602095343,['2595-0967'],True
2670,471620,12,061101884967,"['2530-8548', '0212-4130']",Unknown
2492,468748,12,06501682008,"['1331-6745', '1849-0379']",True
5883,490497,12,06502436393,['2474-1795'],True
7842,500596,12,062401234678,"['2720-0590', '0137-3218']",True
6529,494103,12,06901967940,['2535-5279'],True
2647,471206,12,06501654221,"['1130-5509', '2340-2415']",True
7837,500579,12,062301757624,"['2663-0621', '2617-2607']",True
4688,485928,12,061101417998,['2353-6098'],Unknown
8127,502567,12,061601942949,"['2595-4377', '0103-6041']",Unknown
7915,501840,12,061102395406,"['1392-0219', '2424-547X']",True
5906,490573,12,061902005393,"['0102-9576', '2358-1409']",True
6990,497080,12,06402268851,"['2066-7701', '2066-771X']",True
6988,497073,12,062301934098,"['0556-6274', '2422-572X']",True
6966,497018,12,06301666624,"['2719-485X', '2543-6104']",Unknown
5020,486876,12,062601684864,['2082-4351'],Unknown
7637,499544,12,061601911860,['0719-3696'],Unknown
2686,471777,12,0602344,['0172-6404'],Unknown
5048,486934,12,06101291701,['2071-3797'],Unknown
7577,499354,11,061702060781,['1605-7880'],Unknown
7763,500278,11,061301960232,"['2617-880X', '2617-7951']",True
8499,504678,11,0631025332,['2398-5992'],True
7402,498816,11,06202528984,['2526-2882'],True
8085,502395,11,061501663910,"['2227-2747', '2227-281X']",Unknown
7525,499190,11,06202157728,"['1668-6357', '1668-6365']",True
5518,488798,11,062302236627,['2445-2378'],True
8429,504206,11,0617046314,"['2411-8834', '1995-2929']",Unknown
7392,498789,11,062401847863,['1804-6983'],True
3664,482025,11,061601481993,"['0213-2486', '2387-1377']",Unknown
377,342952,11,062501254229,"['2535-2660', '0332-608X']",True
7510,499159,11,062501892345,"['1390-8081', '2477-9245']",True
5345,488273,11,062501905880,['2450-5005'],Unknown
7461,499021,11,06102229878,['2380-4076'],Unknown
6561,494222,11,06203088948,['2309-3935'],Unknown
3108,476645,11,061501977187,['1820-1768'],Unknown
1153,441039,11,061501119405,"['0210-7694', '2253-7686']",Unknown
6431,493700,11,062302081448,['2222-9396'],Unknown
3639,481975,11,06602215402,"['2660-647X', '0210-0061']",True
7452,498980,11,061101704107,"['1896-2327', '2353-7787']",True
5552,488881,11,062401574205,"['2422-2178', '2422-2976']",True
7488,499098,11,06202270777,['2215-275X'],True
8024,502185,11,06602777384,['2526-7310'],True
2591,470799,11,061102144150,['0138-0567'],Unknown
8027,502225,11,06202140408,"['2617-9725', '2617-9717']",True
5203,487520,11,062401848175,['1805-0603'],True
5412,488456,11,0680788467,"['1335-5570', '1338-1350']",Unknown
7504,499138,11,061101226796,['1698-739X'],True
7549,499264,11,061101144529,['2686-7249'],Unknown
6434,493710,11,061902162093,['2241-7303'],Unknown
5523,488806,11,06701711907,['2346-3120'],True
6803,496537,11,061302071039,['0719-756X'],Unknown
5132,487177,11,06702341534,['2408-932X'],Unknown
6581,494285,11,061601810302,['2317-4390'],Unknown
7633,499534,11,06103891620,['2408-462X'],True
4707,485970,11,061601879358,['1991-6485'],True
5884,490500,11,062201924991,"['1211-7676', '2336-4459']",True
7804,500421,11,06402377831,"['1896-1819', '2391-5145']",Unknown
7023,497198,11,062301977393,['2444-2607'],True
3913,483270,11,062501394271,"['1575-166X', '2173-6847']",Unknown
2729,472333,11,06401761833,"['0718-4654', '0718-4662']",True
4470,485284,11,06602156096,['2341-3042'],True
8185,502901,11,062101390227,['2148-3582'],True
631,437413,11,061801465604,['1121-8932'],Unknown
